id,category,name,mount,guidance,ship,class,rating
128666707,internal,Frame Shift Drive Interdictor,,,,4,E
128666708,internal,Frame Shift Drive Interdictor,,,,1,D
128666709,internal,Frame Shift Drive Interdictor,,,,2,D
128666710,internal,Frame Shift Drive Interdictor,,,,3,D
128666711,internal,Frame Shift Drive Interdictor,,,,4,D
128666712,internal,Frame Shift Drive Interdictor,,,,1,C
128666713,internal,Frame Shift Drive Interdictor,,,,2,C
128666714,internal,Frame Shift Drive Interdictor,,,,3,C
128666715,internal,Frame Shift Drive Interdictor,,,,4,C
128666716,internal,Frame Shift Drive Interdictor,,,,1,B
128666717,internal,Frame Shift Drive Interdictor,,,,2,B
128666718,internal,Frame Shift Drive Interdictor,,,,3,B
128666719,internal,Frame Shift Drive Interdictor,,,,4,B
128666720,internal,Frame Shift Drive Interdictor,,,,1,A
128666721,internal,Frame Shift Drive Interdictor,,,,2,A
128666722,internal,Frame Shift Drive Interdictor,,,,3,A
128666723,internal,Frame Shift Drive Interdictor,,,,4,A
128666724,hardpoint,Missile Rack,Fixed,Dumbfire,,1,B
128666725,hardpoint,Missile Rack,Fixed,Dumbfire,,2,B
128667598,internal,Auto Field-Maintenance Unit,,,,1,E
128667599,internal,Auto Field-Maintenance Unit,,,,2,E
128667600,internal,Auto Field-Maintenance Unit,,,,3,E
128667601,internal,Auto Field-Maintenance Unit,,,,4,E
128667602,internal,Auto Field-Maintenance Unit,,,,5,E
128667603,internal,Auto Field-Maintenance Unit,,,,6,E
128667604,internal,Auto Field-Maintenance Unit,,,,7,E
128667605,internal,Auto Field-Maintenance Unit,,,,8,E
128667606,internal,Auto Field-Maintenance Unit,,,,1,D
128667607,internal,Auto Field-Maintenance Unit,,,,2,D
128667608,internal,Auto Field-Maintenance Unit,,,,3,D
128667609,internal,Auto Field-Maintenance Unit,,,,4,D
128667610,internal,Auto Field-Maintenance Unit,,,,5,D
128667611,internal,Auto Field-Maintenance Unit,,,,6,D
128667612,internal,Auto Field-Maintenance Unit,,,,7,D
128667613,internal,Auto Field-Maintenance Unit,,,,8,D
128667614,internal,Auto Field-Maintenance Unit,,,,1,C
128667615,internal,Auto Field-Maintenance Unit,,,,2,C
128667616,internal,Auto Field-Maintenance Unit,,,,3,C
128667617,internal,Auto Field-Maintenance Unit,,,,4,C
128667618,internal,Auto Field-Maintenance Unit,,,,5,C
128667619,internal,Auto Field-Maintenance Unit,,,,6,C
128667620,internal,Auto Field-Maintenance Unit,,,,7,C
128667621,internal,Auto Field-Maintenance Unit,,,,8,C
128667622,internal,Auto Field-Maintenance Unit,,,,1,B
128667623,internal,Auto Field-Maintenance Unit,,,,2,B
128667624,internal,Auto Field-Maintenance Unit,,,,3,B
128667625,internal,Auto Field-Maintenance Unit,,,,4,B
128667626,internal,Auto Field-Maintenance Unit,,,,5,B
128667627,internal,Auto Field-Maintenance Unit,,,,6,B
128667628,internal,Auto Field-Maintenance Unit,,,,7,B
128667629,internal,Auto Field-Maintenance Unit,,,,8,B
128667630,internal,Auto Field-Maintenance Unit,,,,1,A
128667631,internal,Auto Field-Maintenance Unit,,,,2,A
128667632,internal,Auto Field-Maintenance Unit,,,,3,A
128667633,internal,Auto Field-Maintenance Unit,,,,4,A
128667634,internal,Auto Field-Maintenance Unit,,,,5,A
128667635,internal,Auto Field-Maintenance Unit,,,,6,A
128667636,internal,Auto Field-Maintenance Unit,,,,7,A
128667637,internal,Auto Field-Maintenance Unit,,,,8,A
128668532,utility,Shield Booster,,,,0,E
128668533,utility,Shield Booster,,,,0,D
128668534,utility,Shield Booster,,,,0,C
128668535,utility,Shield Booster,,,,0,B
128668536,utility,Shield Booster,,,,0,A
128668537,internal,Hull Reinforcement Package,,,,1,E
128668538,internal,Hull Reinforcement Package,,,,1,D
128668539,internal,Hull Reinforcement Package,,,,2,E
128668540,internal,Hull Reinforcement Package,,,,2,D
128668541,internal,Hull Reinforcement Package,,,,3,E
128668542,internal,Hull Reinforcement Package,,,,3,D
128668543,internal,Hull Reinforcement Package,,,,4,E
128668544,internal,Hull Reinforcement Package,,,,4,D
128668545,internal,Hull Reinforcement Package,,,,5,E
128668546,internal,Hull Reinforcement Package,,,,5,D
128671120,hardpoint,Cannon,Gimballed,,,3,C
128671218,standard,Lightweight Alloy,,,Diamondback Scout,1,I
128671219,standard,Reinforced Alloy,,,Diamondback Scout,1,I
128671220,standard,Military Grade Composite,,,Diamondback Scout,1,I
128671221,standard,Mirrored Surface Composite,,,Diamondback Scout,1,I
128671222,standard,Reactive Surface Composite,,,Diamondback Scout,1,I
128671224,standard,Lightweight Alloy,,,Imperial Courier,1,I
128671225,standard,Reinforced Alloy,,,Imperial Courier,1,I
128671226,standard,Military Grade Composite,,,Imperial Courier,1,I
128671227,standard,Mirrored Surface Composite,,,Imperial Courier,1,I
128671228,standard,Reactive Surface Composite,,,Imperial Courier,1,I
128671229,internal,Collector Limpet Controller,,,,1,E
128671230,internal,Collector Limpet Controller,,,,1,D
128671231,internal,Collector Limpet Controller,,,,1,C
128671232,internal,Collector Limpet Controller,,,,1,B
128671233,internal,Collector Limpet Controller,,,,1,A
128671234,internal,Collector Limpet Controller,,,,3,E
128671235,internal,Collector Limpet Controller,,,,3,D
128671236,internal,Collector Limpet Controller,,,,3,C
128671237,internal,Collector Limpet Controller,,,,3,B
128671238,internal,Collector Limpet Controller,,,,3,A
128671239,internal,Collector Limpet Controller,,,,5,E
128671240,internal,Collector Limpet Controller,,,,5,D
128671241,internal,Collector Limpet Controller,,,,5,C
128671242,internal,Collector Limpet Controller,,,,5,B
128671243,internal,Collector Limpet Controller,,,,5,A
128671244,internal,Collector Limpet Controller,,,,7,E
128671245,internal,Collector Limpet Controller,,,,7,D
128671246,internal,Collector Limpet Controller,,,,7,C
128671247,internal,Collector Limpet Controller,,,,7,B
128671248,internal,Collector Limpet Controller,,,,7,A
128671249,internal,Fuel Transfer Limpet Controller,,,,1,E
128671250,internal,Fuel Transfer Limpet Controller,,,,1,D
128671251,internal,Fuel Transfer Limpet Controller,,,,1,C
128671252,internal,Fuel Transfer Limpet Controller,,,,1,B
128671253,internal,Fuel Transfer Limpet Controller,,,,1,A
128671254,internal,Fuel Transfer Limpet Controller,,,,3,E
128671255,internal,Fuel Transfer Limpet Controller,,,,3,D
128671256,internal,Fuel Transfer Limpet Controller,,,,3,C
128671257,internal,Fuel Transfer Limpet Controller,,,,3,B
128671258,internal,Fuel Transfer Limpet Controller,,,,3,A
128671259,internal,Fuel Transfer Limpet Controller,,,,5,E
128671260,internal,Fuel Transfer Limpet Controller,,,,5,D
128671261,internal,Fuel Transfer Limpet Controller,,,,5,C
128671262,internal,Fuel Transfer Limpet Controller,,,,5,B
128671263,internal,Fuel Transfer Limpet Controller,,,,5,A
128671264,internal,Fuel Transfer Limpet Controller,,,,7,E
128671265,internal,Fuel Transfer Limpet Controller,,,,7,D
128671266,internal,Fuel Transfer Limpet Controller,,,,7,C
128671267,internal,Fuel Transfer Limpet Controller,,,,7,B
128671268,internal,Fuel Transfer Limpet Controller,,,,7,A
128671269,internal,Prospector Limpet Controller,,,,1,E
128671270,internal,Prospector Limpet Controller,,,,1,D
128671271,internal,Prospector Limpet Controller,,,,1,C
128671272,internal,Prospector Limpet Controller,,,,1,B
128671273,internal,Prospector Limpet Controller,,,,1,A
128671274,internal,Prospector Limpet Controller,,,,3,E
128671275,internal,Prospector Limpet Controller,,,,3,D
128671276,internal,Prospector Limpet Controller,,,,3,C
128671277,internal,Prospector Limpet Controller,,,,3,B
128671278,internal,Prospector Limpet Controller,,,,3,A
128671279,internal,Prospector Limpet Controller,,,,5,E
128671280,internal,Prospector Limpet Controller,,,,5,D
128671281,internal,Prospector Limpet Controller,,,,5,C
128671282,internal,Prospector Limpet Controller,,,,5,B
128671283,internal,Prospector Limpet Controller,,,,5,A
128671284,internal,Prospector Limpet Controller,,,,7,E
128671285,internal,Prospector Limpet Controller,,,,7,D
128671286,internal,Prospector Limpet Controller,,,,7,C
128671287,internal,Prospector Limpet Controller,,,,7,B
128671288,internal,Prospector Limpet Controller,,,,7,A
128671321,hardpoint,Fragment Cannon,Gimballed,,,3,C
128671322,hardpoint,Fragment Cannon,Turreted,,,3,C
128671331,internal,Bi-Weave Shield Generator,,,,1,C
128671332,internal,Bi-Weave Shield Generator,,,,2,C
128671333,internal,Bi-Weave Shield Generator,,,,3,C
128671334,internal,Bi-Weave Shield Generator,,,,4,C
128671335,internal,Bi-Weave Shield Generator,,,,5,C
128671336,internal,Bi-Weave Shield Generator,,,,6,C
128671337,internal,Bi-Weave Shield Generator,,,,7,C
128671338,internal,Bi-Weave Shield Generator,,,,8,C
128671448,hardpoint,Shock Mine Launcher,Fixed,,,1,I
128671832,standard,Lightweight Alloy,,,Diamondback Explorer,1,I
128671833,standard,Reinforced Alloy,,,Diamondback Explorer,1,I
128671834,standard,Military Grade Composite,,,Diamondback Explorer,1,I
128671835,standard,Mirrored Surface Composite,,,Diamondback Explorer,1,I
128671836,standard,Reactive Surface Composite,,,Diamondback Explorer,1,I
128672140,standard,Lightweight Alloy,,,Imperial Eagle,1,I
128672141,standard,Reinforced Alloy,,,Imperial Eagle,1,I
128672142,standard,Military Grade Composite,,,Imperial Eagle,1,I
128672143,standard,Mirrored Surface Composite,,,Imperial Eagle,1,I
128672144,standard,Reactive Surface Composite,,,Imperial Eagle,1,I
128672147,standard,Lightweight Alloy,,,Federal Assault Ship,1,I
128672148,standard,Reinforced Alloy,,,Federal Assault Ship,1,I
128672149,standard,Military Grade Composite,,,Federal Assault Ship,1,I
128672150,standard,Mirrored Surface Composite,,,Federal Assault Ship,1,I
128672151,standard,Reactive Surface Composite,,,Federal Assault Ship,1,I
128672154,standard,Lightweight Alloy,,,Federal Gunship,1,I
128672155,standard,Reinforced Alloy,,,Federal Gunship,1,I
128672156,standard,Military Grade Composite,,,Federal Gunship,1,I
128672157,standard,Mirrored Surface Composite,,,Federal Gunship,1,I
128672158,standard,Reactive Surface Composite,,,Federal Gunship,1,I
128672257,standard,Lightweight Alloy,,,Viper MkIV,1,I
128672258,standard,Reinforced Alloy,,,Viper MkIV,1,I
128672259,standard,Military Grade Composite,,,Viper MkIV,1,I
128672260,standard,Mirrored Surface Composite,,,Viper MkIV,1,I
128672261,standard,Reactive Surface Composite,,,Viper MkIV,1,I
128672264,standard,Lightweight Alloy,,,Cobra MkIV,1,I
128672265,standard,Reinforced Alloy,,,Cobra MkIV,1,I
128672266,standard,Military Grade Composite,,,Cobra MkIV,1,I
128672267,standard,Mirrored Surface Composite,,,Cobra MkIV,1,I
128672268,standard,Reactive Surface Composite,,,Cobra MkIV,1,I
128672271,standard,Lightweight Alloy,,,Keelback,1,I
128672272,standard,Reinforced Alloy,,,Keelback,1,I
128672273,standard,Military Grade Composite,,,Keelback,1,I
128672274,standard,Mirrored Surface Composite,,,Keelback,1,I
128672275,standard,Reactive Surface Composite,,,Keelback,1,I
128672278,standard,Lightweight Alloy,,,Asp Scout,1,I
128672279,standard,Reinforced Alloy,,,Asp Scout,1,I
128672280,standard,Military Grade Composite,,,Asp Scout,1,I
128672281,standard,Mirrored Surface Composite,,,Asp Scout,1,I
128672282,standard,Reactive Surface Composite,,,Asp Scout,1,I
128672288,internal,Planetary Vehicle Hangar,,,,2,H
128672289,internal,Planetary Vehicle Hangar,,,,2,G
128672290,internal,Planetary Vehicle Hangar,,,,4,H
128672291,internal,Planetary Vehicle Hangar,,,,4,G
128672292,internal,Planetary Vehicle Hangar,,,,6,H
128672293,internal,Planetary Vehicle Hangar,,,,6,G
